x,rho,rho unc,dollars,dollars unc
0.1,,,,
0.2,-55.114759895342324,-0.1949398568758103,-73.4863465271231,-0.2599198091677471
0.3,-39.943750697504605,-0.1442275064746586,-53.25833426333947,-0.19230334196621146
0.4,-28.47183578383323,-0.14548304943539914,-37.96244771177764,-0.19397739924719887
0.5,-20.228701837249456,-0.1410316355329992,-26.971602449665944,-0.1880421807106656
0.6,-13.95236192179882,-0.13582501702289104,-18.603149229065092,-0.18110002269718806
0.7,-9.211687105114803,-0.11385579195008538,-12.282249473486404,-0.15180772260011385
0.8,-5.4540971783310095,-0.12475999025599444,-7.272129571108013,-0.16634665367465926
0.9,-2.573851688576531,-0.11752874067607133,-3.4318022514353745,-0.15670498756809512
1.0,-0.0,0,-0.0,0.0
1.1,1.9294243564800406,0.1030774811008992,2.5725658086400545,0.1374366414678656
1.2,3.6206767707618646,0.0965943612596864,4.827569027682486,0.12879248167958188
1.3,5.045285015563264,0.10622843389081961,6.727046687417686,0.14163791185442615
1.4,6.269709327829648,0.09750325042592502,8.359612437106197,0.13000433390123337
1.5,7.236073010407437,0.10521479828426038,9.648097347209916,0.14028639771234716
1.6,8.245398164918218,0.11009710757637249,10.993864219890957,0.14679614343516334
1.7,8.935782648363991,0.09437330461768371,11.914376864485323,0.1258310728235783
1.8,9.566308006582199,0.09211416669004187,12.755077342109601,0.12281888892005582
1.9,10.03569203344387,0.0968088177463074,13.380922711258496,0.12907842366174319
2.0,10.613012135870601,0.10110273895812417,14.15068284782747,0.13480365194416558
